Discipline ,Product,Sub-Type,Sub-Sub-Type,VBIS Tag
Electrical Power,Cable,PVC SDI,SDI,EP-Ca-PVC-Sd
Electrical Power,Cable,PVC SDI,Flat,EP-Ca-PVC-Fl
Electrical Power,Cable,PVC SDI,Circular,EP-Ca-PVC-Ci
Electrical Power,Cable,PVC SDI,SWA Circular,EP-Ca-PVC-SC
Electrical Power,Cable,PVC SDI,Control Multicore,EP-Ca-PVC-ConM
Electrical Power,Cable,PVC SDI,SWA Control Multicore,EP-Ca-PVC-SConM
Electrical Power,Cable,XLPE,,EP-Ca-Xl
Electrical Power,Cable,XLPE,PVC Single Core,EP-Ca-Xl-PSC
Electrical Power,Cable,XLPE,PVC Multicore,EP-Ca-Xl-PM
Electrical Power,Cable,XLPE,PVC SWA Multicore,EP-Ca-Xl-PSM
Electrical Power,Cable,XLPE,URD Power,EP-Ca-Xl-UP
Electrical Power,Cable,XLPE,Aerial Bundled,EP-Ca-Xl-AB
Electrical Power,Cable,Flex,,EP-Ca-Fl
Electrical Power,Containment,,,EP-Co
Electrical Power,Containment,Cable Ladder,,EP-Co-CL
Electrical Power,Containment,Cable Ladder,Galvanised,EP-Co-CL-Ga
Electrical Power,Containment,Cable Ladder,Stainless,EP-Co-CL-St
Electrical Power,Containment,Cable Ducting,,EP-Co-CD
Electrical Power,Containment,Cable Ducting,Metal ,EP-Co-CD-Me
Electrical Power,Containment,Cable Ducting,Plastic,EP-Co-CD-Pl
Electrical Power,Containment,Cable Tray,,EP-Co-CT
Electrical Power,Containment,Cable Tray,Standard,EP-Co-CT-St
Electrical Power,Containment,Cable Tray,Fire Rated,EP-Co-CT-FR
Electrical Power,Controls Equipment Panel,,,EP-ConEP
Electrical Power,Controls Equipment Panel,Main Panel,,EP-ConEP-MP
Electrical Power,Controls Equipment Panel,Network Panel,,EP-ConEP-NP
Electrical Power,Controls Equipment Panel,Distributed Panel,,EP-ConEP-DP
Electrical Power,Controls Equipment Panel,Alarm Panel,,EP-ConEP-AP
Electrical Power,Data Gathering Panel,,,EP-DGP
Electrical Power,Direct Current Rectifier,,,EP-DCR
Electrical Power,Direct Current Rectifier,Medium Current Rectifier,,EP-DCR-MCR
Electrical Power,Direct Current Rectifier,High Current Rectifier,,EP-DCR-HCR
Electrical Power,Earthing System,,,EP-ES
Electrical Power,Earthing System,Electrode,,EP-ES-El
Electrical Power,Earthing System,Earthing Terminal,,EP-ES-ET
Electrical Power,Floor Box,,,EP-FB
Electrical Power,Fuel Cell,,,EP-FC
Electrical Power,General Purpose Outlet,,,EP-GPO
Electrical Power,General Purpose Outlet,Single Phase,,EP-GPO-SP
Electrical Power,General Purpose Outlet,Single Phase,Single,EP-GPO-SP-Si
Electrical Power,General Purpose Outlet,Single Phase,Double,EP-GPO-SP-Do
Electrical Power,General Purpose Outlet,Single Phase,Multi,EP-GPO-SP-Mu
Electrical Power,General Purpose Outlet,Single Phase,Residual Current Device,EP-GPO-SP-RCD
Electrical Power,General Purpose Outlet,Single Phase,Captive,EP-GPO-SP-Ca
Electrical Power,General Purpose Outlet,Single Phase with USB Power Output,,EP-GPO-SPUSB
Electrical Power,General Purpose Outlet,Single Phase with USB Power Output,Single,EP-GPO-SPUSB-Si
Electrical Power,General Purpose Outlet,Single Phase with USB Power Output,Double,EP-GPO-SPUSB-Do
Electrical Power,General Purpose Outlet,Single Phase with USB Power Output,Multi,EP-GPO-SPUSB-Mu
Electrical Power,General Purpose Outlet,Single Phase with USB Power Output,Residual Current Device,EP-GPO-SPUSB-RCD
Electrical Power,General Purpose Outlet,Single Phase with USB Power Output,Captive,EP-GPO-SPUSB-Ca
Electrical Power,General Purpose Outlet,3 Phase ,,EP-GPO-3P
Electrical Power,General Purpose Outlet,3 Phase ,Captive,EP-GPO-3P-Ca
Electrical Power,General Purpose Outlet,3 Phase ,Residual Voltage Device,EP-GPO-3P-RVD
Electrical Power,Generator,,,EP-Ge
Electrical Power,Generator,Containerised Set,,EP-Ge-CS
Electrical Power,Generator,Diesel Reciprocating Engine,,EP-Ge-DRE
Electrical Power,Generator,Gas Reciprocating Engine,,EP-Ge-GRE
Electrical Power,Generator,Gas Turbine,,EP-Ge-GT
Electrical Power,Generator,Radiator,,EP-Ge-Ra
Electrical Power,Generator,Radiator Fan,,EP-Ge-RF
Electrical Power,Generator,Fuel Transfer Pumpset,,EP-Ge-FTP
Electrical Power,Generator,Bulk Fuel Tank,,EP-Ge-BFT
Electrical Power,Generator,Fuel Fill Point,,EP-Ge-FFP
Electrical Power,Generator,Day Tank,,EP-Ge-DT
Electrical Power,Generator,Control Panel,,EP-Ge-ConP
Electrical Power,Isolators,,,EP-Is
Electrical Power,Isolators,Trapped key interlock ,,EP-Is-TKI
Electrical Power,Isolators,Lockout Cabinets,,EP-Is-LC
Electrical Power,Isolators,Single Phase,,EP-Is-SP
Electrical Power,Isolators,Single Phase,Non-Lockable,EP-Is-SP-No
Electrical Power,Isolators,Single Phase,Lockable,EP-Is-SP-Lo
Electrical Power,Isolators,3 Phase ,,EP-Is-3P
Electrical Power,Isolators,3 Phase ,Non-Lockable,EP-Is-3P-No
Electrical Power,Isolators,3 Phase ,Lockable,EP-Is-3P-Lo
Electrical Power,Lightning Protection,,,EP-LP
Electrical Power,Lightning Protection,Air Terminal,,EP-LP-AT
Electrical Power,Lightning Protection,Conductor Cables,,EP-LP-CC
Electrical Power,Lightning Protection,Ground Rods,,EP-LP-GR
Electrical Power,Load Bank,,,EP-LB
Electrical Power,Load Bank,Portable,,EP-LB-Po
Electrical Power,Load Bank,Fixed,,EP-LB-Fi
Electrical Power,Load Bank,Connection Cabling,,EP-LB-CC
Electrical Power,Meters,,,EP-Me
Electrical Power,Meters,Authority,,EP-Me-Au
Electrical Power,Meters,Multi Function Meter,,EP-Me-MFM
Electrical Power,Meters,Embedded Network Meter,,EP-Me-ENM
Electrical Power,Meters,Power,,EP-Me-Po
Electrical Power,Meters,Ammeter,,EP-Me-Am
Electrical Power,Meters,Voltmeter,,EP-Me-Vo
Electrical Power,Power Converter,,,EP-PC
Electrical Power,Power Factor Correction,,,EP-PFC
Electrical Power,Power Factor Correction,Passive,,EP-PFC-Pa
Electrical Power,Power Factor Correction,Active,,EP-PFC-Ac
Electrical Power,Programmable Logic Controller,,,EP-PLC
Electrical Power,Programmable Logic Controller,Main Controller,,EP-PLC-MCon
Electrical Power,Programmable Logic Controller,Distributed IO,,EP-PLC-DIO
Electrical Power,Programmable Logic Controller,Distributed Controller,,EP-PLC-DCon
Electrical Power,Programmable Logic Controller,Standalone,,EP-PLC-St
Electrical Power,Programmable Logic Controller,Gateway,,EP-PLC-Ga
Electrical Power,Programmable Logic Controller,Display,,EP-PLC-Di
Electrical Power,Solar power system,,,EP-SPS
Electrical Power,Solar power system,Panels,,EP-SPS-Pa
Electrical Power,Solar power system,Inverter,,EP-SPS-In
Electrical Power,Solar power system,Control System,,EP-SPS-ConS
Electrical Power,Switchboard,,,EP-SB
Electrical Power,Switchboard,HV Switchboard,,EP-SB-HVSB
Electrical Power,Switchboard,Ring Main Unit,,EP-SB-RMU
Electrical Power,Switchboard,Main Switch Board,,EP-SB-MSB
Electrical Power,Switchboard,Mechanical Services Switch Board,,EP-SB-MSSB
Electrical Power,Switchboard,Generator Switchboard,,EP-SB-GSB
Electrical Power,Switchboard,Co- Gen Switchboard,,EP-SB-CGSB
Electrical Power,Switchboard,UPS Switch Board,,EP-SB-UPSSB
Electrical Power,Switchboard,Distribution Board,,EP-SB-DB
Electrical Power,Switchboard,UPS Distribution Board,,EP-SB-UPSDB
Electrical Power,Switchboard,Tee- Off Box,,EP-SB-TOB
Electrical Power,Switchboard,Temporary Connection Pillar,,EP-SB-TCP
Electrical Power,Switchboard,Meter Panel,,EP-SB-MP
Electrical Power,Switchboard,UPS By-Pass,,EP-SB-UB
Electrical Power,Switches,,,EP-Sw
Electrical Power,Switches,Wall Plate,,EP-Sw-WP
Electrical Power,Switches,Wall Plate,Single Gang,EP-Sw-WP-SG
Electrical Power,Switches,Wall Plate,Double Gang,EP-Sw-WP-DG
Electrical Power,Switches,Wall Plate,Triple Gang,EP-Sw-WP-TG
Electrical Power,Switches,Wall Plate,Quad Gang,EP-Sw-WP-QG
Electrical Power,Switches,Wall Plate,Multi ,EP-Sw-WP-Mu
Electrical Power,Switches,Wall Plate,Dimmer,EP-Sw-WP-Di
Electrical Power,Switchgear,,,EP-SG
Electrical Power,Switchgear,Air Circuit Breaker,,EP-SG-ACB
Electrical Power,Switchgear,Air Circuit Breaker High Voltage,,EP-SG-ACBHV
Electrical Power,Switchgear,Automatic Transfer Switch,,EP-SG-ATS
Electrical Power,Switchgear,Motorised Transfer Switch,,EP-SG-MTS
Electrical Power,Switchgear,Circuit Breaker,,EP-SG-CB
Electrical Power,Switchgear,Fuse,,EP-SG-Fu
Electrical Power,Switchgear,Fuse Switch,,EP-SG-FSw
Electrical Power,Switchgear,Harmonic Filter,,EP-SG-HF
Electrical Power,Switchgear,Minatare Circuit Breaker,,EP-SG-MCB
Electrical Power,Switchgear,Moulded Case Circuit Breakers,,EP-SG-MCCB
Electrical Power,Switchgear,Power Transfer Switch,,EP-SG-PTS
Electrical Power,Switchgear,Residual Current Device,,EP-SG-RCD
Electrical Power,Switchgear,Soft Starter,,EP-SG-SS
Electrical Power,Switchgear,Static Transfer Switch,,EP-SG-STS
Electrical Power,Switchgear,Surge Diverter,,EP-SG-SD
Electrical Power,Switchgear,Surge Filter,,EP-SG-SF
Electrical Power,Switchgear,Thermal Overload ,,EP-SG-TO
Electrical Power,Transformer,,,EP-Tr
Electrical Power,Transformer,HV,,EP-Tr-Hv
Electrical Power,Transformer,HV,Oil Cooled,EP-Tr-Hv-OC
Electrical Power,Transformer,LV,,EP-Tr-Lv
Electrical Power,Transformer,LV,Kiosk,EP-Tr-Lv-Ki
Electrical Power,Transformer,LV,Pole,EP-Tr-Lv-Po
Electrical Power,Transformer,LV,Enclosed,EP-Tr-Lv-En
Electrical Power,Transformer,LV,Step Up,EP-Tr-Lv-SU
Electrical Power,Transformer,LV,Step Down,EP-Tr-Lv-SD
Electrical Power,Transformer,Extra LV,,EP-Tr-EL
Electrical Power,Transformer,Extra LV,Step Up,EP-Tr-EL-SU
Electrical Power,Transformer,Extra LV,Step Down,EP-Tr-EL-SD
Electrical Power,Trap Key Interlock,,,EP-TKI
Electrical Power,Trap Key Interlock,Key Exchange,,EP-TKI-KE
Electrical Power,UPS,,,EP-UPS
Electrical Power,UPS,Rotary,,EP-UPS-Ro
Electrical Power,UPS,Static,,EP-UPS-St
Electrical Power,Wind turbine,,,EP-WT
Electrical Power,Wind turbine,Horizontal Axis,,EP-WT-HA
Electrical Power,Wind turbine,Vertical Axis,,EP-WT-VA
Electrical Power,Documents,,,EP-Doc
Electrical Power,Documents,Advice Note,,EP-Doc-AN
Electrical Power,Documents,Brief,,EP-Doc-Br
Electrical Power,Documents,Brief,Client,EP-Doc-Br-Cl
Electrical Power,Documents,Brief,Return,EP-Doc-Br-Re
Electrical Power,Documents,Calculations,,EP-Doc-Calc
Electrical Power,Documents,Certification,,EP-Doc-Ce
Electrical Power,Documents,Contract,,EP-Doc-Co
Electrical Power,Documents,Contract,Conditions,EP-Doc-Co-Co
Electrical Power,Documents,Contract,Sub-contract,EP-Doc-Co-SC
Electrical Power,Documents,Contract,Statement of Work,EP-Doc-Co-SOW
Electrical Power,Documents,Contract,Return Brief,EP-Doc-Co-RB
Electrical Power,Documents,Contract,Expression of Interest,EP-Doc-Co-EOI
Electrical Power,Documents,Contract,Tender Submission,EP-Doc-Co-TS
Electrical Power,Documents,Contract,Letter of Offer,EP-Doc-Co-LOO
Electrical Power,Documents,Contract,Letter of Intent,EP-Doc-Co-LOI
Electrical Power,Documents,Contract,Attachment,EP-Doc-Co-At
Electrical Power,Documents,Contract,Addendum,EP-Doc-Co-Ad
Electrical Power,Documents,Contract,Novation,EP-Doc-Co-No
Electrical Power,Documents,Contract,Variation,EP-Doc-Co-Va
Electrical Power,Documents,Drawing,,EP-Doc-Dr
Electrical Power,Documents,Drawing,Cover Sheet,EP-Doc-Dr-CS
Electrical Power,Documents,Drawing,Legend,EP-Doc-Dr-Le
Electrical Power,Documents,Drawing,Plan,EP-Doc-Dr-Pl
Electrical Power,Documents,Drawing,Elevations,EP-Doc-Dr-El
Electrical Power,Documents,Drawing,Details,EP-Doc-Dr-De
Electrical Power,Documents,Drawing,Schematic,EP-Doc-Dr-Sc
Electrical Power,Documents,Letter,,EP-Doc-Le
Electrical Power,Documents,Management System,,EP-Doc-MS
Electrical Power,Documents,Management System,Plan,EP-Doc-MS-Pl
Electrical Power,Documents,Management System,Policy,EP-Doc-MS-Po
Electrical Power,Documents,Management System,Procedure,EP-Doc-MS-Pr
Electrical Power,Documents,Management System,Guideline,EP-Doc-MS-Gu
Electrical Power,Documents,Management System,Work Instruction,EP-Doc-MS-WI
Electrical Power,Documents,Management System,Form,EP-Doc-MS-Fo
Electrical Power,Documents,Management System,Template,EP-Doc-MS-Te
Electrical Power,Documents,Management System,Register,EP-Doc-MS-Reg
Electrical Power,Documents,Manual,,EP-Doc-Man
Electrical Power,Documents,Manual,Manufacturer,EP-Doc-Man-Ma
Electrical Power,Documents,Manual,O&M Manual,EP-Doc-Man-OM
Electrical Power,Documents,Maintenance,,EP-Doc-Ma
Electrical Power,Documents,Maintenance,Certificate,EP-Doc-Ma-Ce
Electrical Power,Documents,Maintenance,Corrective Action Record,EP-Doc-Ma-CAR
Electrical Power,Documents,Maintenance,Inspection Report,EP-Doc-Ma-IR
Electrical Power,Documents,Maintenance,Operating Procedure,EP-Doc-Ma-OP
Electrical Power,Documents,Maintenance,Preventative Maintenance Record,EP-Doc-Ma-PMR
Electrical Power,Documents,Maintenance,Repair Recommendation,EP-Doc-Ma-RR
Electrical Power,Documents,Maintenance,Switching Procedure,EP-Doc-Ma-SP
Electrical Power,Documents,Media,,EP-Doc-Me
Electrical Power,Documents,Media,Audio,EP-Doc-Me-Au
Electrical Power,Documents,Media,Image,EP-Doc-Me-Im
Electrical Power,Documents,Media,Movie,EP-Doc-Me-Mo
Electrical Power,Documents,Model,,EP-Doc-Mo
Electrical Power,Documents,Model,Source File,EP-Doc-Mo-SF
Electrical Power,Documents,Model,Federated File,EP-Doc-Mo-FF
Electrical Power,Documents,Model,Point Cloud Scan,EP-Doc-Mo-PCS
Electrical Power,Documents,OH&S,,EP-Doc-OHS
Electrical Power,Documents,OH&S,Guideline,EP-Doc-OHS-Gu
Electrical Power,Documents,OH&S,Hazard Register,EP-Doc-OHS-HReg
Electrical Power,Documents,OH&S,Management System,EP-Doc-OHS-MS
Electrical Power,Documents,OH&S,Plan,EP-Doc-OHS-Pl
Electrical Power,Documents,OH&S,Policy,EP-Doc-OHS-Po
Electrical Power,Documents,OH&S,Procedure,EP-Doc-OHS-Pr
Electrical Power,Documents,OH&S,Risk Analysis,EP-Doc-OHS-RA
Electrical Power,Documents,OH&S,Risk Register,EP-Doc-OHS-RReg
Electrical Power,Documents,OH&S,Safe Work Instruction,EP-Doc-OHS-SWI
Electrical Power,Documents,OH&S,Safety Data Sheet,EP-Doc-OHS-SDS
Electrical Power,Documents,OH&S,Safety Plan,EP-Doc-OHS-SP
Electrical Power,Documents,Programme,,EP-Doc-Pr
Electrical Power,Documents,Register,,EP-Doc-Reg
Electrical Power,Documents,Register,Assets,EP-Doc-Reg-As
Electrical Power,Documents,Register,Documents,EP-Doc-Reg-Doc
Electrical Power,Documents,Register,Equipment,EP-Doc-Reg-Eq
Electrical Power,Documents,Report,,EP-Doc-Re
Electrical Power,Documents,Schedule,,EP-Doc-Sc
Electrical Power,Documents,Software,,EP-Doc-So
Electrical Power,Documents,Software,Operating System,EP-Doc-So-OS
Electrical Power,Documents,Software,Firmware,EP-Doc-So-Fi
Electrical Power,Documents,Software,Application,EP-Doc-So-Ap
Electrical Power,Documents,Specification,,EP-Doc-Spec
Electrical Power,Documents,Technical Literature,,EP-Doc-TL
Electrical Power,Documents,Template,,EP-Doc-Te
Electrical Power,Documents,Template,Document,EP-Doc-Te-Doc
Electrical Power,Documents,Template,Drawing,EP-Doc-Te-Dr
Electrical Power,Documents,Template,Model,EP-Doc-Te-Mo
Electrical Power,Documents,Template,Presentation,EP-Doc-Te-Pr
Electrical Power,Documents,Template,Spreadsheet,EP-Doc-Te-Sp
Electrical Power,Documents,Test Results,,EP-Doc-TR
Electrical Power,Documents,Warranty,,EP-Doc-Wa
Electrical Power,Documents,Warranty,Certificate,EP-Doc-Wa-Ce
Electrical Power,Documents,Warranty,Claim,EP-Doc-Wa-Cl
Electrical Power,Documents,Warranty,Terms& Conditions,EP-Doc-Wa-TC
Electrical Power,Documents,Warranty,Warranty Record,EP-Doc-Wa-WR
Fire Detection,,,,FD
Fire Detection,Fire Detection Control Indicating Equipment,,,FD-FDCIE
Fire Detection,Fire Detection Control Indicating Equipment,Main Panel,,FD-FDCIE-MP
Fire Detection,Fire Detection Control Indicating Equipment,Network Panel,,FD-FDCIE-NP
Fire Detection,Fire Detection Control Indicating Equipment,Distributed Panel,,FD-FDCIE-DP
Fire Detection,Fire Detection Control Indicating Equipment,Interface Panel,,FD-FDCIE-IP
Fire Detection,Fire Detection Control Indicating Equipment,Fire Brigade Panel,,FD-FDCIE-FBP
Fire Detection,Fire Detection Control Indicating Equipment,Fire Fan Control Panel,,FD-FDCIE-FFCP
Fire Detection,Fire Detection Control Indicating Equipment,Fire Interface Panel,,FD-FDCIE-FIP
Fire Detection,Fire Detection Control Indicating Equipment,Alarm Mimic Panel,,FD-FDCIE-AMP
Fire Detection,Fire Detection Control Indicating Equipment,Panel Printer,,FD-FDCIE-PP
Fire Detection,Emergency Warning Intercommunication Control Indicating Equipment,,,FD-EWICIE
Fire Detection,Emergency Warning Intercommunication Control Indicating Equipment,Main Panel,,FD-EWICIE-MP
Fire Detection,Emergency Warning Intercommunication Control Indicating Equipment,Network Panel,,FD-EWICIE-NP
Fire Detection,Emergency Warning Intercommunication Control Indicating Equipment,Distributed Panel,,FD-EWICIE-DP
Fire Detection,Emergency Warning Control Indicating Equipment,,,FD-EWCIE
Fire Detection,Emergency Warning Control Indicating Equipment,Main Panel,,FD-EWCIE-MP
Fire Detection,Emergency Warning Control Indicating Equipment,Network Panel,,FD-EWCIE-NP
Fire Detection,Emergency Warning Control Indicating Equipment,Distributed Panel,,FD-EWCIE-DP
Fire Detection,Emergency Intercom Control Indicating Equipment,,,FD-EICIE
Fire Detection,Emergency Intercom Control Indicating Equipment,Main Panel,,FD-EICIE-MP
Fire Detection,Emergency Intercom Control Indicating Equipment,Network Panel,,FD-EICIE-NP
Fire Detection,Emergency Intercom Control Indicating Equipment,Distributed Panel,,FD-EICIE-DP
Fire Detection,Emergency Intercom Control Indicating Equipment,Specials Hazards Control and Indicating Equipment,,FD-EICIE-SHCAIE
Fire Detection,Fire Detectors,,,FD-FD
Fire Detection,Fire Detectors,Heat,,FD-FD-He
Fire Detection,Fire Detectors,Heat,Point,FD-FD-He-Po
Fire Detection,Fire Detectors,Heat,Digital Linear,FD-FD-He-DL
Fire Detection,Fire Detectors,Heat,Fibre Optic Linear,FD-FD-He-FOL
Fire Detection,Fire Detectors,Smoke,,FD-FD-Sm
Fire Detection,Fire Detectors,Smoke,Point,FD-FD-Sm-Po
Fire Detection,Fire Detectors,Smoke,Optical Linear,FD-FD-Sm-OL
Fire Detection,Fire Detectors,Smoke,Duct,FD-FD-Sm-Du
Fire Detection,Fire Detectors,Flame,,FD-FD-Fl
Fire Detection,Fire Detectors,Flame,UV,FD-FD-Fl-Uv
Fire Detection,Fire Detectors,Flame,IR,FD-FD-Fl-Ir
Fire Detection,Fire Detectors,Flame,Multiband spectrum,FD-FD-Fl-MS
Fire Detection,Fire Detectors,Combustion Gas,,FD-FD-CG
Fire Detection,Fire Detectors,Combustion Gas,Point,FD-FD-CG-Po
Fire Detection,Fire Detectors,Multisensor,,FD-FD-Mu
Fire Detection,Fire Detectors,Multisensor,Heat and Smoke Point,FD-FD-Mu-HASP
Fire Detection,Fire Detectors,Multisensor,Carbon Monoxide and Smoke Point,FD-FD-Mu-CMASP
Fire Detection,Fire Detectors,Multisensor,Heat and Carbon Monoxide Point,FD-FD-Mu-HACMP
Fire Detection,Fire Detectors,Aspirated Smoke ,,FD-FD-AS
Fire Detection,Fire Detectors,Aspirated Smoke ,Sampling Pipe,FD-FD-AS-SP
Fire Detection,Audible Alarm Device,,,FD-AAD
Fire Detection,Audible Alarm Device,Heat,,FD-AAD-He
Fire Detection,Audible Alarm Device,Smoke,,FD-AAD-Sm
Fire Detection,Manual Call Point,,,FD-MCP
Fire Detection,Speakers,,,FD-Sp
Fire Detection,Visual Alarm Device,,,FD-VAD
Fire Detection,Visual Alarm Device,Ceiling,,FD-VAD-Ce
Fire Detection,Visual Alarm Device,Wall,,FD-VAD-Wa
Fire Detection,Visual Alarm Device,Open,,FD-VAD-Op
Fire Detection,Visual Warning Device,,,FD-VWD
Fire Detection,Visual Warning Device,Light Strobe,,FD-VWD-LS
Fire Detection,Remote Indicator,,,FD-RI
Fire Detection,Smoke Curtain,,,FD-SC
Fire Detection,Power Supply Equipment,,,FD-PSE
Fire Detection,Power Supply Equipment,Switch Mode Power Supply,,FD-PSE-SMPS
Fire Detection,Power Supply Equipment,Switch Mode Power Supply,AC/DC,FD-PSE-SMPS-ACDC
Fire Detection,Power Supply Equipment,Switch Mode Power Supply,DC/DC,FD-PSE-SMPS-DCDC
Fire Detection,Power Supply Equipment,Switch Mode Power Supply,DC/AC,FD-PSE-SMPS-DCAC
Fire Detection,Power Supply Equipment,Switch Mode Power Supply,AC/AC,FD-PSE-SMPS-ACAC
Fire Detection,Power Supply Equipment,Transformer,,FD-PSE-Tr
Fire Detection,Power Supply Equipment,Transformer,Step Up,FD-PSE-Tr-SU
Fire Detection,Power Supply Equipment,Transformer,Step Down,FD-PSE-Tr-SD
Fire Detection,Power Supply Equipment,Battery,,FD-PSE-Ba
Fire Detection,Power Supply Equipment,Battery,Lead Acid Batteries,FD-PSE-Ba-LAB
Fire Detection,Alarm Acknowledgement Facility,,,FD-AAF
Fire Detection,Graphic User Interface,,,FD-GUI
Fire Detection,Active Equipment,,,FD-AE
Fire Detection,Active Equipment,Router,,FD-AE-Ro
Fire Detection,Active Equipment,Switch,,FD-AE-Sw
Fire Detection,Active Equipment,Switch,Standard,FD-AE-Sw-St
Fire Detection,Active Equipment,Switch,Power Over Ethernet,FD-AE-Sw-POE
Fire Detection,Active Equipment,Modem,,FD-AE-Mo
Fire Detection,Active Equipment,Server,,FD-AE-Se
Fire Detection,Active Equipment,Server,Rack,FD-AE-Se-Ra
Fire Detection,Active Equipment,Server,Tower,FD-AE-Se-To
Fire Detection,Active Equipment,Workstation,,FD-AE-Wo
Fire Detection,Active Equipment,Workstation,Rack,FD-AE-Wo-Ra
Fire Detection,Active Equipment,Workstation,Desktop,FD-AE-Wo-De
Fire Detection,Active Equipment,Printer,,FD-AE-Pr
Fire Detection,Active Equipment,Printer,Inkjet,FD-AE-Pr-In
Fire Detection,Active Equipment,Printer,Laser,FD-AE-Pr-La
Fire Detection,Documents,,,FD-Doc
Fire Detection,Documents,Advice Note,,FD-Doc-AN
Fire Detection,Documents,Brief,,FD-Doc-Br
Fire Detection,Documents,Brief,Client,FD-Doc-Br-Cl
Fire Detection,Documents,Brief,Return,FD-Doc-Br-Re
Fire Detection,Documents,Calculations,,FD-Doc-Calc
Fire Detection,Documents,Certification,,FD-Doc-Ce
Fire Detection,Documents,Contract,,FD-Doc-Co
Fire Detection,Documents,Contract,Conditions,FD-Doc-Co-Co
Fire Detection,Documents,Contract,Sub-contract,FD-Doc-Co-SC
Fire Detection,Documents,Contract,Statement of Work,FD-Doc-Co-SOW
Fire Detection,Documents,Contract,Return Brief,FD-Doc-Co-RB
Fire Detection,Documents,Contract,Expression of Interest,FD-Doc-Co-EOI
Fire Detection,Documents,Contract,Tender Submission,FD-Doc-Co-TS
Fire Detection,Documents,Contract,Letter of Offer,FD-Doc-Co-LOO
Fire Detection,Documents,Contract,Letter of Intent,FD-Doc-Co-LOI
Fire Detection,Documents,Contract,Attachment,FD-Doc-Co-At
Fire Detection,Documents,Contract,Addendum,FD-Doc-Co-Ad
Fire Detection,Documents,Contract,Novation,FD-Doc-Co-No
Fire Detection,Documents,Contract,Variation,FD-Doc-Co-Va
Fire Detection,Documents,Drawing,,FD-Doc-Dr
Fire Detection,Documents,Drawing,Cover Sheet,FD-Doc-Dr-CS
Fire Detection,Documents,Drawing,Legend,FD-Doc-Dr-Le
Fire Detection,Documents,Drawing,Plan,FD-Doc-Dr-Pl
Fire Detection,Documents,Drawing,Elevations,FD-Doc-Dr-El
Fire Detection,Documents,Drawing,Details,FD-Doc-Dr-De
Fire Detection,Documents,Drawing,Schematic,FD-Doc-Dr-Sc
Fire Detection,Documents,Letter,,FD-Doc-Le
Fire Detection,Documents,Management System,,FD-Doc-MS
Fire Detection,Documents,Management System,Plan,FD-Doc-MS-Pl
Fire Detection,Documents,Management System,Policy,FD-Doc-MS-Po
Fire Detection,Documents,Management System,Procedure,FD-Doc-MS-Pr
Fire Detection,Documents,Management System,Guideline,FD-Doc-MS-Gu
Fire Detection,Documents,Management System,Work Instruction,FD-Doc-MS-WI
Fire Detection,Documents,Management System,Form,FD-Doc-MS-Fo
Fire Detection,Documents,Management System,Template,FD-Doc-MS-Te
Fire Detection,Documents,Management System,Register,FD-Doc-MS-Reg
Fire Detection,Documents,Manual,,FD-Doc-Man
Fire Detection,Documents,Manual,Manufacturer,FD-Doc-Man-Ma
Fire Detection,Documents,Manual,O&M Manual,FD-Doc-Man-OM
Fire Detection,Documents,Maintenance,,FD-Doc-Ma
Fire Detection,Documents,Maintenance,Certificate,FD-Doc-Ma-Ce
Fire Detection,Documents,Maintenance,Corrective Action Record,FD-Doc-Ma-CAR
Fire Detection,Documents,Maintenance,Inspection Report,FD-Doc-Ma-IR
Fire Detection,Documents,Maintenance,Operating Procedure,FD-Doc-Ma-OP
Fire Detection,Documents,Maintenance,Preventative Maintenance Record,FD-Doc-Ma-PMR
Fire Detection,Documents,Maintenance,Repair Recommendation,FD-Doc-Ma-RR
Fire Detection,Documents,Maintenance,Switching Procedure,FD-Doc-Ma-SP
Fire Detection,Documents,Media,,FD-Doc-Me
Fire Detection,Documents,Media,Audio,FD-Doc-Me-Au
Fire Detection,Documents,Media,Image,FD-Doc-Me-Im
Fire Detection,Documents,Media,Movie,FD-Doc-Me-Mo
Fire Detection,Documents,Model,,FD-Doc-Mo
Fire Detection,Documents,Model,Source File,FD-Doc-Mo-SF
Fire Detection,Documents,Model,Federated File,FD-Doc-Mo-FF
Fire Detection,Documents,Model,Point Cloud Scan,FD-Doc-Mo-PCS
Fire Detection,Documents,OH&S,,FD-Doc-OHS
Fire Detection,Documents,OH&S,Guideline,FD-Doc-OHS-Gu
Fire Detection,Documents,OH&S,Hazard Register,FD-Doc-OHS-HReg
Fire Detection,Documents,OH&S,Management System,FD-Doc-OHS-MS
Fire Detection,Documents,OH&S,Plan,FD-Doc-OHS-Pl
Fire Detection,Documents,OH&S,Policy,FD-Doc-OHS-Po
Fire Detection,Documents,OH&S,Procedure,FD-Doc-OHS-Pr
Fire Detection,Documents,OH&S,Risk Analysis,FD-Doc-OHS-RA
Fire Detection,Documents,OH&S,Risk Register,FD-Doc-OHS-RReg
Fire Detection,Documents,OH&S,Safe Work Instruction,FD-Doc-OHS-SWI
Fire Detection,Documents,OH&S,Safety Data Sheet,FD-Doc-OHS-SDS
Fire Detection,Documents,OH&S,Safety Plan,FD-Doc-OHS-SP
Fire Detection,Documents,Programme,,FD-Doc-Pr
